search_term,video_title,comment,sentiment,score
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",Which markets caught your eye in this video and which are your favourite to visit? I know there are a couple we didn't visit here so more suggestions are welcome! Get Surfshark VPN at https://surfshark.deals/suitcase - Enter promo code SUITCASE for 83% off + 3 months & Antivirus for FREE!,NEGATIVE,0.56
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",No Broadway Market?,NEGATIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",Awesome.,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",Camden Market is my all-time favourite,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",Markets always show the true vibe of a city,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","When I worked in London, I spent many lunchtimes at Leather Lane (best coffee in London amid great food stalls and cheap clothes) and Exmouth market (trendy indie shops, market stalls and amazing crépes!). Occasionally, Spitalfields and Smithfield too 😊",POSITIVE,0.94
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",Great video,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",very beautyful,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",I am on a solo holiday again,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",A little foodmarket on fridays in st katherines dock gives you a lovely place to eat your food,POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","what a beautiful vid , so well filmed and the voice over , voice, is so beautiful, I do wish I could pronounce one word in such neat English , Wow 🤩💫",POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","Hi 💐👌i💖London
Please Locatin and numes thank you",POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","Inexpensive! You are joking!
,",NEGATIVE,0.71
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","I absolutely loved Seven Dials and Portobello Road markets, but I feel like Borough market is way overrated. The food wasn't great, the crowds were enourmous and birds flew above us while we ate, so we got bird poop on us and we saw same happen to other people. Fortunatelly our food was spared from that, but it wans't good. I ate famous paella, my friend got some Japanese dish with rice and chicken, both were undercooked and not tasty in general. We did like mango sticky rice from this thai place there, but that's all. As for Seven Dials, we loved all the food we got there and we also enjoyed shopping in Portobello Road market.",NEGATIVE,0.99
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",The Borough Market has been our long time favourite - definitely need to try the Columbia Road Flower Market 😍,NEGATIVE,0.73
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers","Wow, looks great. I'm 54 hoping to travel one day and see another country other than Australia",POSITIVE,1.0
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",❤❤❤,NEGATIVE,0.7
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",go singapore cafes and restuarant,NEGATIVE,0.78
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",My favorite is Burough Market.,NEGATIVE,0.82
London food markets,"Best LONDON MARKETS to Visit - Tasty Food, Canals, Thames, Flowers",LONDON IS A GREAT PLACE FOR TOURISM.,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,I am drooling... British crumbles are SO delicious--I wish those were a thing here in the U.S.,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"I think this place is overrated... besides being crowded, you pay a fortune after waiting in a long line and having to eat standing up or sitting on the floor... the food isn't that great here to justify paying so much and having to go through all that. It's a complete tourist trap.",NEGATIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Come and eat MEI MEI,POSITIVE,0.99
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"Love the viral strawberries, It's a great market to visit, thanks for sharing awesome video.",POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"I love you honestly reviews, no need to overreact like people in social media.",POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"What is ""ri sow thow""?",NEGATIVE,0.99
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,I have had several of these. The Sausage roll is life changing. Its that good. Tastes alot better that when people just look at it. Humble Crumble is very good with the custard. The Risotto my wife loved. The Creme Brelee donut is very good. I need to try those olives. The Salt Beef very good as well. Ge ttheir early! Especially on weekends. It is so jammed you can barley move on weekends. Thats no joke.,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,That sausage roll was amazing!,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,I knew his hat was a shout out to 'ol WYO!,POSITIVE,0.93
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"18:23 uhm, the guy to the right needs to pull up his pants -- other than that great food great vid! LOLLL",NEGATIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,These Americans thinking food in America is the best when everything is pumped with chemicals and red40,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Food in Europe is healthier due to no chemicals.,POSITIVE,0.94
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,i am an indian. watching a food market in england. having marie biscuits of a brand named brittania.  which was established by british when they were here. legacy aint it.,POSITIVE,0.99
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"1 Doughnuts were not invented in the U.S.
2.These foodstalls were sucessful way before social medua",NEGATIVE,0.99
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Y'all need to carry around a knife! Are the cider slushies alcoholic?,NEGATIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Yum!,POSITIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"3:00 Why don't you share some of your food with the starving pigeon, ever thought of that?",NEGATIVE,0.99
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Humble Crumble and Creme Boulee Donuts for Desserts 😋,NEGATIVE,0.94
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,Stinky Cheese and Cider Slosh;Sip it Slow 😂,NEGATIVE,1.0
London food markets,We Ate (Almost) Everything at London’s Borough Market with a Pro Chef,"Regards; Jason!
Welcome to London,Bottoms Up and Chow Away! 🤩",POSITIVE,0.99
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Mark makes you feel every bite. Love these quiet early morning trips.,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",I used to like Mark but realized how fake he is ! Everything is amazing to him and will not give an honest review.,NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",nice,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",So Yummy❤❤,NEGATIVE,0.95
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",DUDE TEETH,NEGATIVE,0.74
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",OH WOW,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Wtf I’d never eat any of that. Such extortionate prices!,NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",so yummy maybe i try this later,POSITIVE,0.72
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Absolute rip off. Been a few times. Anyone else notice you dont see Wiens swallow any food??,NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",wow looks delicious,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)","Mei Mei is poor, not surprising since it's owner has only every been to Singapore on holiday.",NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)","Sorry after few stores and looking at the prices i stop watching, such a expensive foods country.",NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)","Couple month ago I saw this guy walking in thailand with a friend of him. That friend of him got in problemsn with some british tourist, and Mark just walked away like he didnt know him. Crazy to see what a coward he is.",NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)","That paella price is quite misleading, half a lobster,  three tiger prawns and scallops only for £27 is just impossible.",NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Borough Market hitting different when Mark's the one walking you through it,POSITIVE,0.99
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Hey Mark awesome video you should come to Belize here in Central America!! talk about culinary heaven!!!!,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",That donut at the end  was crap  💩,NEGATIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",A father holding his son’s hand is so nice to see ❤,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)",Love you’re videos-very nicely presented,POSITIVE,1.0
London food markets,"Best London Street Food at Borough Market (1,000 Years Old!!)","All food he introduced is ""wow, it's good"", nothing is normal or bad. His reaction is so freaking fake.",NEGATIVE,0.98
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"thanks for watching 🙌a couple of top London travel recommendations and links 👇

🏨 One of my favourite hotels in London around Shoreditch: https://destinationwellknown.com/link/canopyhilton-byg
🏨 Cheaper hotel in Southwark near Borough Market: https://destinationwellknown.com/link/ibissouthwark-byg
🏨 Lovely hotel in Paddington near Hyde Park: https://destinationwellknown.com/link/westbournepaddington-byg 
🏨 Excellent hotel with indoor pool in Bloomsbury: https://destinationwellknown.com/link/nyxblooms-byg
🏨 Many more hotel recommendations here in my written guide on Where To Stay in London: https://destinationwellknown.com/where-to-stay-london/
👉 My written guide on Things to do in London (29 top things to do & hidden gems): https://destinationwellknown.com/things-to-do-london/
🎟 Explore more of London for less with a London multi-attraction pass: https://destinationwellknown.com/link/londoneyemultipass 


If you're new here, subscribe for more travel content ✨ also, check out my other London videos: https://youtube.com/playlist?list=PLGm6v6pLs9hkW0QXDzgmWUpFfJeTGeyFD&si=2zK_q4l6qDJswb_P",POSITIVE,0.5
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"Lots of hotels in wembley but avoid match days. Near Wembley Park station, lots of shops including huge Tesco and IKEA,tour wembley stadium. London uk",POSITIVE,0.99
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Such an excellent guide! 🎉,POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Awesome mate! Thanks for all the detailed info. You’re the best!,POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"Gotta make my trip ASAP to visit London while it is still British😂 

im sure it will not be iconically british in 20years’ time (all thanks to the liberal immigration policies that is allowing the incessant inflow of yellow,brown and black people)

Im asian, so calm down before yall label me a white supremacist

and it is not r*cist to state an obvious pattern.

the world can be multicultural without encroaching into the space of others’ cultural land

(chill out on the “oh BRITS conquered my land and made my ancestors suffer) let it go man, that was done by imperialist brits not the modern day brits. Go Seek your apology from deadmen.

my country was a british colony and I aint whining and whinging about it",NEGATIVE,0.66
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"This is a really great video, no bs, no hype, no long philosophy - just facts and a lot of useful info. I'm glad I found it.
And a huge thanks for the tip for buying the ticket online for the Heathrow Express, which is even cheaper than taking Elizabeth line.
Update: I was able to book cheap 10£ tickets for Heathrow Express just 5 weeks in advance - so maybe they lowered minimum threshold from 45 days to a month.",POSITIVE,0.99
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Excellent!,POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Do you also have tips for getting around London in a wheelchair?,NEGATIVE,0.99
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"Hi, amazing content! I'm visiting London this october (3rd time visit, 2nd time going solo), has anyone stayed at Beverley House Hotel in Paddington? Many thanks!",POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"I have a question, I am trying to get a ticket to the southern railway, but my question is if we reserve a ticket online, and we miss the train due to any delays of our flight, will we still be able to catch one a little later?",NEGATIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,The single most important infrastructure development of recent times in London has to be the Elizabeth line providing a fast and reliable connection to Heathrow from Central London.,POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"Just saved 20 pounds thanks to this, booking the stanstead express, cheers!",POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"I agree with the tip to get out of the central London. During my trips, I have visited Greenwich, Kew Gardens (in May and for the Christmas lights show - very much recommend) and also Hampstead and the Highgate Cemetery (there are volunteers doing guided tours). All very pleasant outings",POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Hi! In London at this moment. Where is the pub with the cat ? 😂,POSITIVE,0.57
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"I love the accent, which is very near to native speaker, but an intonation and R sounds which make it sound Liverpudlian! How many foreigners have that accent? Not many!",NEGATIVE,0.9
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,Welcome to Bangladesh,POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"Superb video, perfectly sound. I have visited 15 times and still found loads of sensible tips. London requires guidance, kudos to this bloke!",POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"We stayed right by Waterloo station & Marsh Street is amazing--the Vaults street art, the daily food booths, but Vaulty Towers is THE BEST--Go for pub quiz on Monday nights (make reservations!); craziest most fun pub quiz ever!!",POSITIVE,1.0
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,are you danish ? :),NEGATIVE,0.97
London travel guide,The Only London Travel Guide You’ll Ever Need (2026) 🇬🇧,"I don't know if it's a good one, but I think I've got my itinerary pretty locked in

Saturday, Oct 3: Arrival
3:15 PM: Arrive at London Heathrow.
4:15 PM: Depart Heathrow via the Piccadilly Line to Covent Garden. From there, it is an 8–10 minute walk or 5-minute taxi to the hotel.
5:15 PM: Check into The Z Hotel Covent Garden.  
7:15 PM: Dinner at Mildreds Covent Garden.  

Sunday, Oct 4: Magical London
9:30 AM: Depart from Covent Garden Station. Take the Piccadilly Line to Holborn, then transfer to the Central Line to Bank Station.
10:00 AM: Enjoy a short stroll from Bank Station to Leadenhall Market.
10:45 AM: Arrive at the meeting point for the Tour for Muggles. (Gracechurch St, London EC3V 1LT, UK). Meet your wizarding expert outside Pizza Express in the centre of Leadenhall Market.
11:00 AM – 1:00 PM: Guided Walking Tour.  
1:15 PM: Lunch at Mallow (Borough Market).  
2:15 PM: Walk the Tower Bridge and Visit the Tower of London.   (Third-party Blue Badge Tour Guide?)
5:30 PM: Walk to Spitalfields (Approx. 15–20 minutes)
6:00 PM: Vegan Sunday Roast at Unity Diner (Spitalfields location).  

Monday, Oct 5: History & Magic
9:15 AM: Arrive at the British Museum (security).
9:30 AM – 12:30 PM: British Museum Exploration.  
1:00 PM: Lunch at Tofu Vegan.
2:00 PM: Neal’s Yard. Cecil Court. Forbidden Planet on Shaftesbury Avenue.
4:30 PM: House of MinaLima.
6:00 PM: Dinner at Bubala Soho.  

Tuesday, Oct 6: The Studio Tour
9:45 AM: Depart Hotel. Take a taxi/Tube to London Euston Station.
10:30 AM: Train departs Euston Station for Watford Junction (20 mins).
11:00 AM: Board the Studio Shuttle Bus.
11:15 AM: Arrive at the Studio entrance to clear security.
11:30 AM: Warner Bros. Studio Tour London entry.  
3:00 PM: Late lunch at Backlot Café.
4:30 PM: Return transit to Central London.
6:00 PM: Dinner at Tendril.  

Wednesday, Oct 7: Royal London
8:00 AM: Big Ben.
8:30 AM – 10:00 AM: Westminster Abbey Unlocked tour.
11:00 AM: The Changing of the Guard at Buckingham Palace.
12:30 PM: Lunch at Mildreds Victoria.
1:30 PM: St. James’s Park.
2:30 PM: London Eye and The Graffiti Tunnel.
4:00 PM: Head to Kew Gardens. Take the District Line from Westminster or Waterloo to Kew Gardens station.
4:30 PM – 6:45 PM: Explore the Royal Botanic Gardens, Kew.
6:45 PM: Return via the District Line to Covent Garden.
7:45 PM: Dinner at Sagar Covent Garden.  

Thursday, Oct 8: Greenwich & Kings Cross
8:15 AM: Arrive at Royal Observatory Greenwich.
8:30 AM – 11:00 AM: Explore the Observatory and Meridian Line.
11:30 AM: Take the RB6 Uber Boat from Greenwich to Embankment arriving around 12:06 PM.
12:30 PM: Explore King’s Cross Station (Platform 9¾).
2:00 PM: Lunch at Purezza Camden.  
3:30 PM: Visit Camden Town/Market. Explore the ""Stables"" area.
6:00 PM: Dinner at Meat The Vegans.  

Friday, Oct 9: Art & Theatre
9:30 AM: Trafalgar Square.
10:00 AM: National Gallery.
12:30 PM: Leicester Square.
1:00 PM: Piccadilly Circus.
1:30 PM: Lunch at Vantra.  
2:30 PM: Explore Chinatown.
5:15 PM: Dinner at Rosa's Thai Covent Garden.  
6:00 PM: Arrive at the Palace Theatre.
7:00 PM: Harry Potter and the Cursed Child.  

Saturday, Oct 10: Departure
9:00 AM: Final breakfast in Covent Garden.
9:30 AM: Check out of The Z Hotel Covent Garden and take the Tube (or a taxi) to Paddington Station.
10:00 AM: Arrive at Paddington Station. Drop your suitcases at the ""Left Luggage"" facility near Platform 12.
10:15 AM: Head to Kensington Palace. You can take a scenic 20-minute walk south directly through Kensington Gardens or a 5-minute taxi.
10:30 AM – 12:30 PM: Explore Kensington Palace.  
12:45 PM: Return to Paddington Station, retrieve your luggage, and head over to Platform 1 for a final photo with the Paddington Bear statue.
1:15 PM: Board the Elizabeth Line directly from Paddington Station heading toward Heathrow Airport.
1:50 PM: Arrive at Heathrow Airport.
5:00 PM: Return flight departs.",NEGATIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"🇬🇧 What Surprised Me MOST About London as an American (First-Time Visiting): https://youtu.be/5PSRy3DBbSc?si=18EKgtIRWAjm3KoD
✈ Travel Essentials: https://www.amazon.com/shop/moredesh/list/3K3W4BSIW83P7?ref_=cm_sw_r_cp_ud_aipsflist_JTGZSYSG9WCQQPBH3803
🧡 Subscribe :)
🤍 Please Like, Comment & Share (we're a brand new channel!) Ty!",POSITIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Black cab drivers spend years learning every road and public building in London before they’re granted their license (“Green Badge”).
This remarkable feat of memory is known simply as “the Knowledge”.",POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Firstly, I am in genuine shock. I say this with so much positivity. You are the first American tourist who actually knows how to pronounce certain places/areas (don't get me started on Borough Market pronunciations lol)

To be honest, with the frequency of the buses, tube and national rail/overground services, taxis and Ubers are super expensive in comparison. Speaking of the tube, there are is something called the Daily Cap. How it works is that each zone has its own zonal price (I'll put the links after to help your viewers). So say you are travelling to/from zone 3 to zone 1 (zones 1 and 2 are the same price), once you reach the total around from zone 3 (you can go on the tube as many times as you like within the zones), once you reach the daily cap for zone 3, the rest of the day is free as long as you don't exceed say zones 1 - 3. As for maps and guidance for the tube and buses, I can thoroughly recommend downloading the TFL Go app. You can journey plan, near by buses, the status of all lines and you can also top up your Oyster Card (as long as you register the Oyster Card to the App) via the app. It is also good for those who have mobility needs, they have an option on there for step free travel on the London underground, DLR and the overground services. 

Daily Cap prices - https://content.tfl.gov.uk/adult-fares.pdf
Tube and Overground zonal map - https://content.tfl.gov.uk/london-rail-and-tube-services-map.pdf

The Uber Clippers, especially once it starts to get dark is amazing and costs less than a guided tour on one of the tour boats. Seeing the city from the river Thames and seeing the buildings illuminated is something else and quite magical. This also goes for The London Eye once it goes dark/golden hour. I did the London Eye last December and they had a Christmas theme in the pods. Again, between November and December on the London Eye, you can see some of the attractions and rides at Hyde Park Winter Wonderland from the London Eye (thank you also for NOT calling it a Ferris Wheel; its an Observation wheel ;) ). Also, Abbey Road Studios is not at Abbey Road on the DLR, the closet tube station to Abbey Road is St Johns Wood with the Jubilee and Metropolitan lines. 

Another few greats days out (if theme parks are your thing), going from London Waterloo to Staines is only about 35 mins for Thorpe Park or about 37 mins to Chessington South for Chessington World Of Adventures (next year, they are opening up the worlds first Minecraft World area with some brand new rides). If thrill seeking rides are not your thing and you have younger children, there is also Legoland Windsor. It is 55 mins from London Waterloo (all the 3 attractions are from London Waterloo on the national rail lines) is about 55 mins train journey and then about 29 min journey on a local bus. For something more central to London, Lift 109 is an observation lift at Battersea power station and can be got to via public transport via the Northern Line tube line to Battersea Power Station Station (its a local transport joke within the transport community in the UK) or by the Uber Boats which are once every 30 mins but do check out the Uber Clipper website for that one. 

Merlin Entertainments offer an up to 5 attraction entry ticket (which at the moment in the UK until the start of September is offering a VAT reduction on the ticket prices) for £60.37/$80.30. The more attractions from 1 to 5 on one ticket, the cheaper it gets. the Multi attraction ticket can be used 7 days from the date activated so no need to rush around the 5 attractions it covers. The price I quoted covers Entry to Madame Tussauds, London Eye, SEA LIFE Aquarium, Shrek's Adventure and the London Dungeon and works out at £12.50/$16.62 per person.

How do I know all this... as of the 7th August, I am down for my Birthday Weekend and my at least once a year visit to London. This year, I'm mixing it with my birthday. I am actually considering doing a full room tour and costings whilst down there to help others to like yourself are helping your viewers. Plus, you just got a new sub from me.",POSITIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Such helpful tips, thank you for sharing!",POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"I never thought I would say this but, London-land is way more expensive than Disneyland! Food prices are through the roof!",NEGATIVE,0.91
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,Useful,POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Apart from 6 weeks in summer schools in the UK open for 6 weeks then close for either 1 or 2 weeks.
Durring these half term breaks tourist areas get busy and the price of accommodation increaces. Even in winter.
You can check when most schools are closed online.
In popular spots the cost of accommodation can increase by 59% to 100% dirring school breaks",NEGATIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,The UK is looking into to a recommendation to charge all adult non UK citizens a fee to enter all funded museums and art galleries,NEGATIVE,0.51
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,I'll give you some tips keep your hands in your pockets at all times do not go out at night and carry a gun if you can not purchase a gun walk around with two pitbulls one Cane Corso 3 XL bullies add one American ball Johnson be safe it's a jungle out there,NEGATIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,Thank you for the info!,POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Please what's the name of the hotel u stayed I couldn't catch the name,thanks",NEGATIVE,0.74
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Very helpful information! Planning for my first trip to London, this was awesome!",POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,Good,POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Great video. As far as where to stay, someone suggested staying with zones one and two because if you're further away it can cost a lot of money and time if you're spending most of your time in Central London.",POSITIVE,0.95
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,Definitely going to use this for my trip to London.  Thanks!,POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,Great video! I have been to London years ago. This video refreshed my memory and made many helpful suggestions. Thanks!,POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,You can buy an Oyster card to save on credit card fees,NEGATIVE,0.99
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Thank you so much. You speak so fast, not simple for a poor foreigner",POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Enjoyed your video.  We are going to London for a couple of days before our cruise and looking for a hotel to stay at.  You mentioned you put up a video with where to stay and suggestions on what to do.  I can not find it.
Thank you, Iris",POSITIVE,1.0
London travel guide,LONDON TRAVEL TIPS FOR FIRST TIMERS | Must-Knows Before Visiting London + HUGE Mistakes to Avoid!,"Hi, i like so much your reportings. Can you tell me how to find a cheap location in London please. Best regards",POSITIVE,0.85
London travel guide,London 2026 Travel Tips: Complete Planning Guide,This is great. I’m planning a vacation in April 2027 and I wish you could be my tour guide or help me plan for a week 😅,POSITIVE,1.0
London travel guide,London 2026 Travel Tips: Complete Planning Guide,"For those visiting London with a long list of places to see but no idea how to plan it all, this guide is for you. As someone born and raised in London, here's the biggest piece of advice I can give anyone visiting the city. Don't think about London as one giant place. Instead, think about it in two ways:

Geographically – North, South, East, West and Central London. By the TfL transport zones – Zones 1-9, and now combine those two ideas.

A common mistake visitors make is trying to tick off attractions from all over London in the same day. On a map they can look close together, but London is huge. Even Central London is much larger than most people expect, and travelling back and forth across the city wastes valuable time that could be spent actually enjoying it.

Instead, before your trip and heading out each day, decide on one area of London and explore everything nearby. Look at the main attraction you want to visit, then ask yourself, ""What else is within walking distance or just a few Tube stops away?"" Build your day around that area rather than criss-crossing the city.

To make planning even easier, I like to break Central London into three sections and add in other areas of London: West-Central, Central-Central, East-Central, North London and South London (South of the river).

Although many of London's biggest attractions are in Zone 1 (the city center), it is still enormous. Breaking it into 3 smaller sections makes it much easier to plan your days and helps you discover places you might otherwise miss.

For example, if you're spending the day in West-Central, you could visit Hyde Park, Kensington Palace and the world-famous museums in South Kensington. But instead of heading across London afterwards or back into Central-central (where there are too many things to see), stay in the area and explore nearby neighbourhoods like Notting Hill, Shepherd's Bush (home to Westfield London), or Hammersmith (these are in zones 1-3). You'll not only save time travelling, but you'll also experience parts of London that many tourists never get to see.

The same idea applies wherever you are. Pick an area, explore everything around it, then save the next part of London for another day. You'll spend less time on trains, less time rushing, and far more time actually experiencing the city.

London isn't a city you ""complete"" in one day—or even one trip. The best way to see it is area by area, letting each neighbourhood tell its own story.",POSITIVE,0.96
